EVENT_ID,STATE,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_NAME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,TOR_F_SCALE
10039199,MASSACHUSETTS,1951,December,Tornado,C,DUKES,0,0,0,0,0K,0,F2
10047283,MISSISSIPPI,1951,December,Tornado,C,WARREN,0,0,0,0,2.5K,0,
10047284,MISSISSIPPI,1951,December,Tornado,C,WINSTON,0,0,0,0,25K,0,
10077699,NORTH CAROLINA,1951,June,Tornado,C,FRANKLIN,0,0,0,0,25K,0,F1
10077700,NORTH CAROLINA,1951,June,Tornado,C,PENDER,0,0,0,0,25K,0,F1
10077701,NORTH CAROLINA,1951,July,Tornado,C,BRUNSWICK,0,0,0,0,25K,0,F1
10077702,NORTH CAROLINA,1951,August,Tornado,C,CATAWBA,0,0,0,0,25K,0,F2
9979424,ALABAMA,1951,February,Tornado,C,FAYETTE,2,0,0,0,25K,0,F2
10039407,MICHIGAN,1951,August,Tornado,C,EATON,0,0,0,0,250K,0,F1
10039408,MICHIGAN,1951,August,Tornado,C,LAPEER,0,0,0,0,25K,0,F1
10039409,MICHIGAN,1951,August,Tornado,C,CLINTON,0,0,0,0,250K,0,F2
10039410,MICHIGAN,1951,September,Tornado,C,NEWAYGO,3,0,1,0,0K,0,F2
10035923,KENTUCKY,1951,February,Tornado,C,SHELBY,0,0,0,0,25K,0,F2
10035924,KENTUCKY,1951,November,Tornado,C,MARSHALL,11,0,1,0,250K,0,F3
9979425,ALABAMA,1951,June,Tornado,C,MADISON,2,0,0,0,2.5K,0,F2
9979426,ALABAMA,1951,November,Tornado,C,CULLMAN,2,0,0,0,2.5K,0,F2
9979427,ALABAMA,1951,November,Tornado,C,LAUDERDALE,6,0,0,0,2.5K,0,F2
9979428,ALABAMA,1951,November,Tornado,C,BLOUNT,1,0,0,0,2.5K,0,F2
10081383,NEW HAMPSHIRE,1951,August,Tornado,C,ROCKINGHAM,0,0,0,0,2.5K,0,F2
10052052,MINNESOTA,1951,June,Tornado,C,MCLEOD,11,0,0,0,2.5M,0,F4
10052053,MINNESOTA,1951,June,Tornado,C,ANOKA,9,0,1,0,2.5M,0,F4
10052054,MINNESOTA,1951,June,Tornado,C,MARTIN,0,0,0,0,250K,0,F2
10052055,MINNESOTA,1951,July,Tornado,C,HENNEPIN,40,0,5,0,25M,0,F3
10063621,MISSOURI,1951,May,Tornado,C,NODAWAY,0,0,0,0,2.5K,0,F1
10063622,MISSOURI,1951,June,Tornado,C,PHELPS,0,0,0,0,2.5K,0,F1
10063623,MISSOURI,1951,July,Tornado,C,JASPER,1,0,0,0,250K,0,F2
10063624,MISSOURI,1951,July,Tornado,C,RAY,0,0,0,0,25K,0,F2
10063625,MISSOURI,1951,July,Tornado,C,HOWELL,0,0,0,0,.25K,0,F1
10063626,MISSOURI,1951,November,Tornado,C,NEW MADRID,1,0,0,0,25K,0,F3
10017015,IOWA,1951,June,Tornado,C,HANCOCK,8,0,0,0,0K,0,F2
10017016,IOWA,1951,July,Tornado,C,O'BRIEN,2,0,0,0,0K,0,F1
10017017,IOWA,1951,August,Tornado,C,PLYMOUTH,0,0,0,0,0K,0,F1
10110747,SOUTH DAKOTA,1951,July,Tornado,C,ROBERTS,1,0,0,0,0K,0,F2
10110748,SOUTH DAKOTA,1951,July,Tornado,C,CODINGTON,4,0,0,0,0K,0,F2
10017013,IOWA,1951,June,Tornado,C,MARSHALL,7,0,0,0,0K,0,F3
10017014,IOWA,1951,June,Tornado,C,LYON,0,0,0,0,0K,0,F1
10086811,OHIO,1951,April,Tornado,C,HANCOCK,5,0,0,0,2.5M,0,F2
10086812,OHIO,1951,June,Tornado,C,CUYAHOGA,0,0,0,0,2.5M,0,F2
10086813,OHIO,1951,June,Tornado,C,BUTLER,0,0,0,0,2.5M,0,F1
10039193,MICHIGAN,1951,July,Tornado,C,WASHTENAW,0,0,0,0,25K,0,F2
10089657,NORTH DAKOTA,1951,June,Tornado,C,BURLEIGH,0,0,0,0,0K,0,
10089658,NORTH DAKOTA,1951,August,Tornado,C,HETTINGER,0,0,0,0,.25K,0,F1
10105002,OREGON,1951,December,Tornado,C,LANE,0,0,0,0,.03K,0,F1
10028736,KANSAS,1951,June,Tornado,C,RUSH,0,0,0,0,0K,0,F2
10120422,TEXAS,1951,April,Tornado,C,WICHITA,0,0,0,0,25K,0,F2
10120423,TEXAS,1951,May,Tornado,C,WICHITA,0,0,0,0,25K,0,F2
10120424,TEXAS,1951,May,Tornado,C,CASTRO,0,0,0,0,.25K,0,F1
10120425,TEXAS,1951,May,Tornado,C,YOUNG,100,0,2,0,2.5M,0,F4
10120426,TEXAS,1951,May,Tornado,C,HASKELL,0,0,1,0,2.5K,0,F1
10025119,KANSAS,1951,June,Tornado,C,GREENWOOD,0,0,0,0,.25K,0,
10025120,KANSAS,1951,June,Tornado,C,MORTON,0,0,1,0,25K,0,
10025121,KANSAS,1951,June,Tornado,C,STEVENS,5,0,1,0,25K,0,F2
10025122,KANSAS,1951,June,Tornado,C,TREGO,100,0,5,0,2.5M,0,F4
10025123,KANSAS,1951,June,Tornado,C,ELLIS,0,0,0,0,2.5K,0,F1
10025124,KANSAS,1951,July,Tornado,C,FORD,0,0,0,0,2.5K,0,
10028714,KANSAS,1951,May,Tornado,C,JEFFERSON,0,0,0,0,2.5K,0,F2
10028715,KANSAS,1951,June,Tornado,C,REPUBLIC,0,0,0,0,2.5K,0,F1
10028716,KANSAS,1951,June,Tornado,C,GRANT,3,0,0,0,2.5K,0,F2
10028717,KANSAS,1951,June,Tornado,C,TREGO,0,0,0,0,25K,0,F1
10028718,KANSAS,1951,June,Tornado,C,PRATT,0,0,0,0,25K,0,
10028719,KANSAS,1951,June,Tornado,C,PRATT,0,0,0,0,0K,0,
10028720,KANSAS,1951,June,Tornado,C,PRATT,0,0,0,0,0K,0,
10028721,KANSAS,1951,June,Tornado,C,PRATT,0,0,0,0,0K,0,
10028722,KANSAS,1951,June,Tornado,C,GRANT,3,0,0,0,25K,0,F3
10028723,KANSAS,1951,June,Tornado,C,OSBORNE,0,0,0,0,0K,0,F1
10028724,KANSAS,1951,June,Tornado,C,BUTLER,0,0,0,0,2.5K,0,F1
10028725,KANSAS,1951,June,Tornado,C,COFFEY,0,0,0,0,.25K,0,F1
10028726,KANSAS,1951,June,Tornado,C,DOUGLAS,0,0,0,0,2.5K,0,F2
10028727,KANSAS,1951,June,Tornado,C,SHAWNEE,0,0,0,0,.03K,0,F0
10028728,KANSAS,1951,June,Tornado,C,HAMILTON,0,0,0,0,2.5K,0,
10028730,KANSAS,1951,June,Tornado,C,GOVE,0,0,0,0,0K,0,
10028731,KANSAS,1951,June,Tornado,C,FRANKLIN,0,0,0,0,2.5K,0,
10028732,KANSAS,1951,June,Tornado,C,COMANCHE,0,0,0,0,2.5K,0,
10028733,KANSAS,1951,June,Tornado,C,THOMAS,0,0,0,0,0K,0,F1
10028734,KANSAS,1951,June,Tornado,C,WICHITA,0,0,0,0,25K,0,F2
10028735,KANSAS,1951,June,Tornado,C,OSBORNE,0,0,0,0,0K,0,
10004031,INDIANA,1951,March,Tornado,C,HANCOCK,2,0,0,0,250K,0,F2
10004032,INDIANA,1951,June,Tornado,C,PULASKI,2,0,0,0,2.5M,0,F3
10004033,INDIANA,1951,June,Tornado,C,FULTON,2,0,0,0,2.5M,0,F3
10004034,INDIANA,1951,July,Tornado,C,HOWARD,0,0,0,0,250K,0,F2
10004035,INDIANA,1951,November,Tornado,C,LAKE,0,0,0,0,250K,0,F2
9991328,COLORADO,1951,May,Tornado,C,ELBERT,0,0,0,0,.03K,0,
9991329,COLORADO,1951,May,Tornado,C,SEDGWICK,0,0,0,0,.03K,0,F0
9991330,COLORADO,1951,May,Tornado,C,SEDGWICK,0,0,0,0,.25K,0,F0
9991331,COLORADO,1951,May,Tornado,C,SEDGWICK,0,0,0,0,.25K,0,F1
9991332,COLORADO,1951,June,Tornado,C,LINCOLN,1,0,0,0,25K,0,F2
9991333,COLORADO,1951,June,Tornado,C,EL PASO,0,0,0,0,2.5K,0,F1
9991334,COLORADO,1951,June,Tornado,C,CROWLEY,0,0,0,0,.25K,0,
9991335,COLORADO,1951,June,Tornado,C,SEDGWICK,1,0,0,0,0K,0,F1
10117454,SOUTH CAROLINA,1951,June,Tornado,C,BAMBERG,0,0,0,0,25K,0,F1
10147654,WEST VIRGINIA,1951,June,Tornado,C,WOOD,1,0,0,0,0K,0,F1
10146809,WISCONSIN,1951,September,Tornado,C,PEPIN,0,0,0,0,250K,0,F3
10146810,WISCONSIN,1951,September,Tornado,C,DUNN,1,0,0,0,250K,0,F3
10146811,WISCONSIN,1951,September,Tornado,C,PORTAGE,0,0,0,0,250K,0,F4
10146812,WISCONSIN,1951,September,Tornado,C,WAUPACA,3,0,6,0,250K,0,F4
10146813,WISCONSIN,1951,September,Tornado,C,COLUMBIA,9,0,1,0,250K,0,F4
10001434,GEORGIA,1951,May,Tornado,C,LIBERTY,0,0,0,0,25K,0,F1
10001435,GEORGIA,1951,May,Tornado,C,COLQUITT,0,0,0,0,25K,0,F2
10001436,GEORGIA,1951,November,Tornado,C,DOUGHERTY,0,0,0,0,2.5K,0,F1
10028680,KANSAS,1951,March,Tornado,C,OSBORNE,0,0,0,0,25K,0,
10028681,KANSAS,1951,March,Tornado,C,BROWN,0,0,0,0,.25K,0,
10146807,WISCONSIN,1951,June,Tornado,C,DODGE,0,0,0,0,25K,0,F2
10146808,WISCONSIN,1951,July,Tornado,C,RICHLAND,0,0,0,0,25K,0,F2
10028682,KANSAS,1951,April,Tornado,C,MORTON,0,0,0,0,0K,0,F0
10028683,KANSAS,1951,April,Tornado,C,GRANT,0,0,0,0,2.5K,0,F0
10028684,KANSAS,1951,April,Tornado,C,MORTON,0,0,0,0,2.5K,0,F1
10028685,KANSAS,1951,April,Tornado,C,SEWARD,0,0,0,0,0K,0,F0
10028686,KANSAS,1951,April,Tornado,C,MORTON,0,0,0,0,2.5K,0,F1
10028687,KANSAS,1951,April,Tornado,C,PRATT,0,0,0,0,250K,0,F3
10028688,KANSAS,1951,April,Tornado,C,CHAUTAUQUA,0,0,0,0,2.5K,0,
10028689,KANSAS,1951,May,Tornado,C,SHAWNEE,0,0,0,0,.25K,0,F1
10028690,KANSAS,1951,May,Tornado,C,ATCHISON,0,0,0,0,.25K,0,F1
10028692,KANSAS,1951,May,Tornado,C,JEFFERSON,0,0,0,0,.25K,0,F1
10028693,KANSAS,1951,May,Tornado,C,OSAGE,0,0,0,0,0K,0,F0
10028694,KANSAS,1951,May,Tornado,C,ELLIS,0,0,0,0,2.5K,0,F1
10028695,KANSAS,1951,May,Tornado,C,THOMAS,0,0,0,0,0K,0,F2
10028696,KANSAS,1951,May,Tornado,C,MORTON,0,0,0,0,0K,0,F2
10028697,KANSAS,1951,May,Tornado,C,RAWLINS,4,0,0,0,2.5K,0,F3
10028698,KANSAS,1951,May,Tornado,C,KEARNY,0,0,0,0,25K,0,F2
10028699,KANSAS,1951,May,Tornado,C,KEARNY,0,0,0,0,250K,0,F3
10028700,KANSAS,1951,May,Tornado,C,RAWLINS,0,0,0,0,.25K,0,F3
10028701,KANSAS,1951,May,Tornado,C,GEARY,0,0,0,0,.25K,0,F2
10028702,KANSAS,1951,May,Tornado,C,STANTON,0,0,0,0,2.5K,0,F1
10028703,KANSAS,1951,May,Tornado,C,CLOUD,0,0,0,0,2.5K,0,F1
10028704,KANSAS,1951,May,Tornado,C,CLAY,0,0,1,0,250K,0,F3
10028705,KANSAS,1951,May,Tornado,C,REPUBLIC,0,0,0,0,2.5K,0,F2
10028706,KANSAS,1951,May,Tornado,C,ELLIS,0,0,0,0,25K,0,F1
10028707,KANSAS,1951,May,Tornado,C,CLAY,0,0,0,0,2.5K,0,
10028708,KANSAS,1951,May,Tornado,C,RILEY,0,0,0,0,2.5K,0,
10028709,KANSAS,1951,May,Tornado,C,POTTAWATOMIE,0,0,0,0,2.5K,0,
10028710,KANSAS,1951,May,Tornado,C,JACKSON,0,0,0,0,2.5K,0,
10028711,KANSAS,1951,May,Tornado,C,CLAY,0,0,0,0,2.5K,0,F0
10028712,KANSAS,1951,May,Tornado,C,CLAY,0,0,0,0,2.5K,0,F1
10028713,KANSAS,1951,May,Tornado,C,POTTAWATOMIE,0,0,0,0,2.5K,0,F1
10126029,TENNESSEE,1951,November,Tornado,C,GILES,0,0,0,0,25K,0,F2
10032651,LOUISIANA,1951,January,Tornado,C,RAPIDES,11,0,0,0,250K,0,F3
10032655,LOUISIANA,1951,April,Tornado,C,LA SALLE,2,0,0,0,25K,0,F0
10032656,LOUISIANA,1951,April,Tornado,C,OUACHITA,1,0,0,0,25K,0,F0
10032657,LOUISIANA,1951,August,Tornado,C,CALCASIEU,0,0,0,0,25K,0,F1
10032658,LOUISIANA,1951,September,Tornado,C,WINN,0,0,0,0,25K,0,F1
10032659,LOUISIANA,1951,September,Tornado,C,JEFFERSON,0,0,0,0,25K,0,F2
10032660,LOUISIANA,1951,November,Tornado,C,ORLEANS,0,0,0,0,25K,0,F1
10032652,LOUISIANA,1951,January,Tornado,C,GRANT,0,0,0,0,250K,0,F3
10032653,LOUISIANA,1951,February,Tornado,C,ST. LANDRY,0,0,0,0,25K,0,F1
10032654,LOUISIANA,1951,February,Tornado,C,TANGIPAHOA,0,0,0,0,25K,0,F1
10025337,KANSAS,1951,July,Tornado,C,CLOUD,0,0,0,0,2.5K,0,
10025338,KANSAS,1951,August,Tornado,C,FORD,0,0,0,0,.03K,0,
10025339,KANSAS,1951,August,Tornado,C,MORTON,0,0,0,0,2.5K,0,F1
10025340,KANSAS,1951,August,Tornado,C,TREGO,0,0,0,0,0K,0,
10025341,KANSAS,1951,August,Tornado,C,CHEYENNE,0,0,0,0,25K,0,
10025342,KANSAS,1951,August,Tornado,C,MCPHERSON,0,0,0,0,25K,0,
10025343,KANSAS,1951,August,Tornado,C,MCPHERSON,0,0,0,0,25K,0,
10025344,KANSAS,1951,August,Tornado,C,RUSH,0,0,0,0,.25K,0,
10025345,KANSAS,1951,August,Tornado,C,FRANKLIN,0,0,0,0,2.5K,0,
10025346,KANSAS,1951,August,Tornado,C,RAWLINS,0,0,0,0,25K,0,F2
10025347,KANSAS,1951,August,Tornado,C,SALINE,0,0,0,0,25K,0,
10025348,KANSAS,1951,August,Tornado,C,DICKINSON,0,0,0,0,25K,0,
10025349,KANSAS,1951,September,Tornado,C,RUSH,0,0,0,0,.25K,0,
10025336,KANSAS,1951,July,Tornado,C,ROOKS,0,0,0,0,2.5K,0,F2
10153059,VIRGINIA,1951,February,Tornado,C,APPOMATTOX,0,0,0,0,2.5K,0,F1
10153060,VIRGINIA,1951,May,Tornado,C,KING AND QUEEN,0,0,0,0,25K,0,F1
10153061,VIRGINIA,1951,June,Tornado,C,RICHMOND (C),12,0,0,0,250K,0,F2
10153062,VIRGINIA,1951,June,Tornado,C,NEWPORT NEWS (C),0,0,0,0,2.5K,0,F1
10153063,VIRGINIA,1951,November,Tornado,C,YORK,0,0,0,0,2.5K,0,F1
10009721,ILLINOIS,1951,June,Tornado,C,LOGAN,35,0,0,0,2.5M,0,F3
10009722,ILLINOIS,1951,June,Tornado,C,LOGAN,15,0,1,0,2.5M,0,F3
10009723,ILLINOIS,1951,November,Tornado,C,MASON,0,0,0,0,25K,0,F2
10009724,ILLINOIS,1951,November,Tornado,C,JACKSON,7,0,0,0,250K,0,F2
10009725,ILLINOIS,1951,December,Tornado,C,BUREAU,1,0,1,0,250K,0,F3
